Feed Flow (m3/hr),Feed Pressure(bar),Feed Temperature,Feed water pH,Specific Energy(kwh/m3),Flux(lmh),Pass Stage,Pressure Vessel,Elements,Element age(years),Recovery(%),Ca_FW,Mg_FW,Na_FW,K_FW,NH4_FW,Ba_FW,Sr_FW,H_FW,CO3_FW,HCO3_FW,SO4_FW,Cl_FW,F_FW,NO3_FW,PO4_FW,OH_FW,SiO2_FW,B_FW,CO2_FW,NH3_FW,Feed Water TDS,"CaSO4 / ksp * 100, %_FW","SrSO4 / ksp * 100, %_FW","BaSO4 / ksp * 100, %_FW","SiO2 saturation, %_FW","CaF2 / ksp * 100, %_FW",Ca_P,Mg_P,Na_P,K_P,NH4_P,Ba_P,Sr_P,H_P,CO3_P,HCO3_P,SO4_P,Cl_P,F_P,NO3_P,PO4_P,OH_P,SiO2_P,B_P,CO2_P,NH3_P,Permeate TDS,Ca_C,Mg_C,Na_C,K_C,NH4_C,Ba_C,Sr_C,H_C,CO3_C,HCO3_C,SO4_C,Cl_C,F_C,NO3_C,PO4_C,OH_C,SiO2_C,B_C,CO2_C,NH3_C,Concentrate TDS,"CaSO4 / ksp * 100, %_C","SrSO4 / ksp * 100, %_C","BaSO4 / ksp * 100, %_C","SiO2 saturation, %_C","CaF2 / ksp * 100, %_C"
23.33,58.58,35.00,6.30,45.81,11.77,1.00,4.00,6.00,3.00,45.00,3117.00,533.00,11345.00,0.00,0.00,0.00,0.00,0.00,0.08,182.78,2452.53,22648.21,0.00,0.00,0.00,,0.00,0.00,48.20,,40278.60,134.10,0.00,0.00,0.00,0.00,8.98,0.90,157.11,0.00,0.00,0.00,0.00,0.00,0.00,3.27,4.15,256.27,0.00,0.00,0.00,,0.00,0.00,48.33,,430.67,5653.13,967.19,20474.15,0.00,0.00,0.00,0.00,0.00,0.23,329.64,4450.40,40919.75,0.00,0.00,0.00,,0.00,0.00,47.72,,72794.48,278.84,0.00,0.00,0.00,0.00
40.00,9.65,30.00,5.91,16.57,26.90,1.00,5.00,6.00,3.00,75.00,93.06,40.36,94.43,0.00,0.00,0.00,0.00,0.00,0.01,139.60,104.90,260.06,1.64,11.28,0.00,,23.34,0.00,227.64,,768.72,3.27,0.00,0.00,14.66,28.24,0.18,0.06,0.90,0.00,0.00,0.00,0.00,0.00,0.00,3.74,0.12,0.88,0.03,0.18,0.00,,0.26,0.00,226.00,,6.36,371.06,160.99,374.38,0.00,0.00,0.00,0.00,0.00,0.15,552.92,418.52,1035.80,6.46,44.50,0.00,,92.43,0.00,227.64,,3057.29,18.17,0.00,0.00,64.82,988.63
40.00,9.66,30.00,7.66,16.58,26.90,1.00,5.00,6.00,3.00,75.00,93.07,40.36,94.43,0.00,0.00,0.00,0.00,0.00,1.49,436.32,104.91,85.71,1.64,11.28,0.00,,23.34,0.00,12.52,,892.56,3.26,0.00,0.00,18.52,28.23,0.48,0.06,0.90,0.00,0.00,0.00,0.00,0.00,0.00,3.65,0.12,0.17,0.02,0.13,0.00,,0.26,0.00,13.77,,5.77,370.18,160.99,374.38,0.00,0.00,0.00,0.00,0.00,17.83,1706.47,418.52,341.71,6.50,44.66,0.00,,92.43,0.00,17.98,,3533.77,18.08,0.00,0.00,72.42,996.94
9.85,18.33,30.00,8.03,5.94,17.22,1.00,2.00,5.00,3.00,65.00,369.62,160.75,373.80,0.00,0.00,0.00,0.00,0.00,16.11,1704.33,417.90,343.19,6.48,44.60,0.00,,92.29,0.00,19.07,,3529.18,18.05,0.00,0.00,72.64,991.72,1.71,0.21,2.60,0.00,0.00,0.00,0.00,0.00,0.00,11.02,0.46,0.60,0.06,0.41,0.00,,0.69,0.00,24.46,,17.77,1051.86,458.47,1062.16,0.00,0.00,0.00,0.00,0.00,77.57,4777.25,1192.00,978.48,18.38,126.53,0.00,,262.15,0.00,34.33,,10005.13,65.92,0.00,0.00,203.85,14744.61
66.00,10.30,25.00,5.49,28.58,26.33,1.00,9.00,6.00,3.00,80.00,52.02,16.43,66.39,0.00,0.00,0.00,0.00,0.00,0.00,27.36,225.31,90.34,0.00,8.21,0.00,,52.02,0.00,126.09,,565.45,4.95,0.00,0.00,30.20,0.00,0.05,0.02,0.51,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.24,0.61,0.00,0.14,0.00,,0.51,0.00,124.75,,4.39,260.34,82.21,330.53,0.00,0.00,0.00,0.00,0.00,0.02,135.08,1127.63,450.08,0.00,40.57,0.00,,258.52,0.00,126.28,,2821.97,36.51,0.00,0.00,169.25,0.00
66.00,8.34,25.00,8.00,23.14,20.97,1.00,12.00,6.00,3.00,85.00,52.02,16.43,66.39,0.00,0.00,0.00,0.00,0.00,1.25,196.99,88.98,90.34,0.00,8.21,0.00,,52.02,0.00,2.82,,600.00,2.14,0.00,0.00,41.07,0.00,0.12,0.02,0.77,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.13,0.22,0.00,0.12,0.00,,0.72,0.00,3.99,,4.53,345.89,109.30,437.96,0.00,0.00,0.00,0.00,0.00,20.70,1270.26,592.03,600.63,0.00,54.04,0.00,,342.50,0.00,8.30,,3954.79,22.40,0.00,0.00,266.54,0.00
20.00,15.41,25.00,7.00,10.33,26.89,1.00,3.00,4.00,3.00,60.00,0.00,0.00,1353.35,0.00,0.00,0.00,0.00,0.00,0.12,146.06,0.00,2002.00,0.00,0.00,0.00,,0.00,0.00,17.89,,3501.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.85,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,15.97,0.00,0.00,0.00,,0.00,0.00,17.69,,28.53,0.00,0.00,3363.59,0.00,0.00,0.00,0.00,0.00,0.80,361.81,0.00,4975.83,0.00,0.00,0.00,,0.00,0.00,18.12,,8702.04,0.00,0.00,0.00,0.00,0.00
73.33,460.25,25.00,7.90,97.07,23.68,1.00,10.00,5.00,3.00,60.00,450.00,275.00,1706.00,0.00,0.00,0.00,0.00,0.00,1.20,142.72,550.00,3712.16,4.80,30.00,0.00,,81.00,0.00,1.88,,6952.88,16.13,0.00,0.00,63.95,482.90,0.43,0.21,6.66,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.33,10.92,0.03,0.17,0.00,,0.34,0.00,2.21,,19.78,1123.86,686.87,4253.13,0.00,0.00,0.00,0.00,0.00,4.58,351.75,1373.89,9259.89,11.95,74.71,0.00,,201.90,0.00,3.02,,17342.54,50.09,0.00,0.00,158.66,5127.81
10.00,14.30,25.00,7.50,4.79,14.59,1.00,3.00,4.00,3.00,65.00,26.84,17.89,2229.10,0.00,0.00,0.00,0.00,0.00,0.40,129.96,447.30,3131.09,0.00,0.00,0.00,,17.89,0.00,4.59,,6000.56,1.01,0.00,0.00,14.24,0.00,0.07,0.05,44.05,0.00,0.00,0.00,0.00,0.00,0.00,3.09,2.62,64.50,0.00,0.00,0.00,,0.43,0.00,4.81,,114.79,76.64,51.09,6293.83,0.00,0.00,0.00,0.00,0.00,2.72,362.64,1274.52,8835.71,0.00,0.00,0.00,,50.37,0.00,5.44,,16947.76,3.71,0.00,0.00,39.87,0.00
56.00,7.08,40.00,7.63,16.90,28.96,1.00,7.00,6.00,0.00,75.00,20.02,7.29,122.36,15.63,0.00,0.00,0.00,0.00,0.48,143.33,28.79,141.69,10.00,0.00,0.00,,0.00,10.00,4.29,,505.16,0.32,0.00,0.00,0.00,297.79,0.04,0.01,1.07,0.29,0.00,0.00,0.00,0.00,0.00,1.62,0.04,0.87,0.13,0.00,0.00,,0.00,6.37,4.82,,10.45,79.81,29.05,485.21,61.52,0.00,0.00,0.00,0.00,5.46,558.53,114.83,563.00,39.51,0.00,0.00,,0.00,20.87,6.47,,1980.04,1.79,0.00,0.00,0.00,10505.81
7.90,13.39,25.00,5.89,4.22,21.26,1.00,2.00,4.00,3.00,67.23,389.27,119.02,894.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,607.70,1966.84,0.00,0.00,0.00,,59.13,0.00,0.00,,4036.47,22.64,0.00,0.00,37.05,0.00,1.11,0.20,11.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,20.09,0.00,0.00,0.00,,0.76,0.00,0.00,,35.02,1185.13,362.63,2704.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1851.64,5958.36,0.00,0.00,0.00,,178.81,0.00,0.00,,12240.84,90.14,0.00,0.00,105.78,0.00
917.50,9.20,34.00,3.00,294.26,7.83,1.00,180.00,7.00,3.00,40.00,11.24,28.00,323.07,7.75,0.00,0.01,0.00,0.00,0.00,0.00,69.89,594.33,0.00,4.86,0.00,,0.61,0.00,4.70,,1039.77,0.23,0.00,16.56,0.32,0.00,0.03,0.05,3.19,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.20,20.72,0.00,2.89,0.00,,0.01,0.00,4.69,,27.22,18.71,46.61,536.14,12.83,0.00,0.01,0.00,0.00,0.00,0.00,116.32,976.40,0.00,6.17,0.00,,1.01,0.00,4.70,,1714.21,0.44,0.00,29.92,0.54,0.00
917.50,21.56,25.00,2.00,689.75,7.84,1.00,180.00,7.00,3.00,40.00,112.42,279.92,3230.29,77.48,0.00,0.08,0.00,0.00,0.00,0.00,698.85,6021.82,0.00,48.62,0.00,,6.08,0.00,45.48,,10475.59,4.02,0.00,228.99,3.24,0.00,0.18,0.37,21.43,0.88,0.00,0.00,0.00,0.00,0.00,0.01,2.71,159.26,0.00,23.30,0.00,,0.04,0.00,45.62,,208.19,187.20,466.15,5368.02,128.51,0.00,0.13,0.00,0.00,0.00,0.00,1162.62,9927.43,0.00,65.48,0.00,,10.10,0.00,45.39,,17315.70,7.60,0.00,412.52,5.38,0.00
917.50,26.15,25.00,3.00,836.81,7.83,1.00,180.00,7.00,3.00,40.00,168.66,419.94,4846.14,116.24,0.00,0.11,0.00,0.00,0.00,0.08,1048.43,8340.47,0.00,72.93,0.00,,9.12,0.00,67.32,,15022.18,6.88,0.00,378.69,4.86,0.00,0.29,0.53,34.73,1.20,0.00,0.00,0.00,0.00,0.00,0.08,1.43,55.83,0.00,34.79,0.00,,0.07,0.00,67.58,,128.95,280.76,699.17,8049.38,192.83,0.00,0.19,0.00,0.00,0.00,0.07,1745.48,13856.06,0.00,98.32,0.00,,15.14,0.00,67.15,,24937.49,12.94,0.00,676.80,8.07,0.00
917.50,31.47,25.00,3.00,1006.89,7.84,1.00,180.00,7.00,3.00,40.00,224.88,559.93,6461.61,154.99,0.00,0.15,0.00,0.00,0.00,0.11,1397.93,11103.73,0.00,97.25,0.00,,12.16,0.00,88.88,,20012.81,9.83,0.00,525.43,6.48,0.00,0.39,0.73,49.35,1.77,0.00,0.00,0.00,0.00,0.00,0.11,1.91,79.10,0.00,34.18,0.00,,0.10,0.00,89.35,,167.66,374.46,932.51,10733.93,257.07,0.00,0.25,0.00,0.00,0.00,0.09,2328.06,18449.16,0.00,139.26,0.00,,20.19,0.00,88.55,,33235.10,18.47,0.00,938.37,10.77,0.00
917.50,38.43,25.00,3.00,1229.55,7.84,1.00,180.00,7.00,3.00,40.00,296.00,737.00,8505.02,204.00,0.00,0.20,0.00,0.00,0.00,0.16,1840.00,14598.09,0.00,128.00,0.00,,16.00,0.00,115.81,,26324.57,13.80,0.00,717.92,8.53,0.00,0.54,1.00,69.33,2.56,0.00,0.00,0.00,0.00,0.00,0.16,2.52,110.89,0.00,33.11,0.00,,0.14,0.00,116.65,,220.24,492.76,1227.15,14122.80,338.15,0.00,0.33,0.00,0.00,0.00,0.13,3063.68,24245.89,0.00,191.18,0.00,,26.56,0.00,115.23,,43708.81,25.91,0.00,1280.17,14.17,0.00
917.50,8.68,34.00,3.00,277.79,7.84,1.00,180.00,7.00,3.00,40.00,5.62,13.99,161.50,3.87,0.00,0.00,0.00,0.00,0.00,0.00,34.94,316.03,0.00,2.43,0.00,,0.30,0.00,2.36,,538.71,0.09,0.00,7.19,0.16,0.00,0.01,0.03,1.59,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.10,18.29,0.00,1.45,0.00,,0.00,0.00,2.36,,21.53,9.36,23.30,268.06,6.42,0.00,0.01,0.00,0.00,0.00,0.00,58.15,514.44,0.00,3.09,0.00,,0.50,0.00,2.36,,883.34,0.18,0.00,13.09,0.27,0.00
917.50,8.68,34.00,3.00,277.79,7.84,1.00,180.00,7.00,3.00,40.00,5.62,13.99,161.50,3.87,0.00,0.00,0.00,0.00,0.00,0.00,34.94,316.03,0.00,2.43,0.00,,0.30,0.00,2.36,,538.71,0.09,0.00,7.19,0.16,0.00,0.01,0.03,1.59,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.10,18.29,0.00,1.45,0.00,,0.00,0.00,2.36,,21.53,9.36,23.30,268.06,6.42,0.00,0.01,0.00,0.00,0.00,0.00,58.15,514.44,0.00,3.09,0.00,,0.50,0.00,2.36,,883.34,0.18,0.00,13.09,0.27,0.00
917.50,14.27,30.00,5.00,456.55,7.84,1.00,180.00,7.00,3.00,40.00,56.22,139.98,1615.36,38.75,0.00,0.04,0.00,0.00,0.00,2.01,349.47,2761.55,0.00,24.31,0.00,,3.04,0.00,21.54,,4990.74,1.77,0.00,108.65,1.62,0.00,0.11,0.22,13.11,0.52,0.00,0.00,0.00,0.00,0.00,0.81,0.44,20.96,0.00,0.71,0.00,,0.03,0.00,21.13,,36.91,93.62,233.14,2683.33,64.23,0.00,0.06,0.00,0.00,0.00,2.84,582.12,4588.26,0.00,40.04,0.00,,5.05,0.00,21.79,,8292.72,3.33,0.00,194.51,2.74,0.00
917.50,14.27,30.00,5.00,456.55,7.84,1.00,180.00,7.00,3.00,40.00,56.22,139.98,1615.36,38.75,0.00,0.04,0.00,0.00,0.00,2.01,349.47,2761.55,0.00,24.31,0.00,,3.04,0.00,21.54,,4990.74,1.77,0.00,108.65,1.62,0.00,0.11,0.22,13.11,0.52,0.00,0.00,0.00,0.00,0.00,0.81,0.44,20.96,0.00,0.71,0.00,,0.03,0.00,21.13,,36.91,93.62,233.14,2683.33,64.23,0.00,0.06,0.00,0.00,0.00,2.84,582.12,4588.26,0.00,40.04,0.00,,5.05,0.00,21.79,,8292.72,3.33,0.00,194.51,2.74,0.00
30.77,28.77,25.00,7.00,39.60,17.94,1.00,5.00,6.00,3.00,65.00,437.00,163.00,1131.00,0.00,0.00,0.00,0.00,0.00,0.14,146.02,705.00,2367.39,0.00,35.00,0.00,,0.00,0.00,16.20,,4984.56,25.22,0.00,0.00,0.00,0.00,0.37,0.09,3.92,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.38,6.27,0.00,0.18,0.00,,0.00,0.00,15.92,,12.27,1247.55,465.43,3223.28,0.00,0.00,0.00,0.00,0.00,1.17,414.61,2013.04,6750.51,0.00,99.64,0.00,,0.00,0.00,16.54,,14215.23,92.48,0.00,0.00,0.00,0.00
53.49,10.47,25.00,5.26,23.94,19.50,1.00,8.00,6.00,3.00,65.00,154.42,53.29,135.58,7.24,0.00,0.00,0.00,0.00,0.00,13.55,475.62,253.29,0.00,56.61,0.00,,70.31,0.00,97.83,,1219.91,16.43,0.00,0.00,39.23,0.00,0.24,0.07,1.49,0.16,0.00,0.00,0.00,0.00,0.00,2.02,0.60,1.92,0.00,1.07,0.00,,1.04,0.00,96.78,,8.60,441.21,152.29,384.99,20.40,0.00,0.00,0.00,0.00,0.00,37.32,1359.17,720.83,0.00,159.93,0.00,,199.16,0.00,98.12,,3475.30,60.43,0.00,0.00,119.03,0.00
56.50,13.85,25.00,7.20,33.33,19.00,1.00,10.00,6.00,3.00,75.00,0.00,0.00,1055.06,0.00,0.00,0.00,0.00,0.00,0.19,145.93,0.00,1542.00,0.00,0.00,0.00,,0.00,0.00,11.65,,2743.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.49,0.00,0.00,0.00,0.00,0.00,0.00,2.71,0.00,23.96,0.00,0.00,0.00,,0.00,0.00,11.74,,43.16,0.00,0.00,4169.24,0.00,0.00,0.00,0.00,0.00,2.91,571.50,0.00,6093.89,0.00,0.00,0.00,,0.00,0.00,12.58,,10837.54,0.00,0.00,0.00,0.00,0.00
56.50,13.74,25.00,7.20,33.06,19.72,1.00,9.00,6.00,3.00,70.00,0.00,0.00,1055.06,0.00,0.00,0.00,0.00,0.00,0.19,145.93,0.00,1542.00,0.00,0.00,0.00,,0.00,0.00,11.65,,2743.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.79,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.00,20.04,0.00,0.00,0.00,,0.00,0.00,11.67,,36.15,0.00,0.00,3488.78,0.00,0.00,0.00,0.00,0.00,2.07,479.10,0.00,5099.23,0.00,0.00,0.00,,0.00,0.00,12.31,,9069.18,0.00,0.00,0.00,0.00,0.00
60.00,13.94,25.00,7.20,35.44,20.02,1.00,9.00,6.00,3.00,67.00,0.00,0.00,1055.06,0.00,0.00,0.00,0.00,0.00,0.19,145.93,0.00,1542.00,0.00,0.00,0.00,,0.00,0.00,11.65,,2743.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.66,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.00,18.39,0.00,0.00,0.00,,0.00,0.00,11.64,,33.20,0.00,0.00,3167.88,0.00,0.00,0.00,0.00,0.00,1.72,435.41,0.00,4630.16,0.00,0.00,0.00,,0.00,0.00,12.19,,8235.17,0.00,0.00,0.00,0.00,0.00
30.00,14.05,25.00,7.20,18.90,21.52,1.00,5.00,6.00,3.00,80.00,0.00,0.00,1055.06,0.00,0.00,0.00,0.00,0.00,0.19,145.93,0.00,1542.00,0.00,0.00,0.00,,0.00,0.00,11.65,,2743.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.90,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,24.55,0.00,0.00,0.00,,0.00,0.00,11.80,,44.23,0.00,0.00,5196.07,0.00,0.00,0.00,0.00,0.00,4.35,710.66,0.00,7594.80,0.00,0.00,0.00,,0.00,0.00,13.05,,13505.88,0.00,0.00,0.00,0.00,0.00
30.00,14.05,25.00,7.20,18.90,21.52,1.00,5.00,6.00,3.00,80.00,0.00,0.00,1055.06,0.00,0.00,0.00,0.00,0.00,0.19,145.93,0.00,1542.00,0.00,0.00,0.00,,0.00,0.00,11.65,,2743.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.90,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,24.55,0.00,0.00,0.00,,0.00,0.00,11.80,,44.23,0.00,0.00,5196.07,0.00,0.00,0.00,0.00,0.00,4.35,710.66,0.00,7594.80,0.00,0.00,0.00,,0.00,0.00,13.05,,13505.88,0.00,0.00,0.00,0.00,0.00
5.73,27.72,40.00,5.50,5.26,15.11,1.00,6.00,6.00,3.00,75.00,710.46,591.21,1895.18,27.06,0.00,0.00,10.82,0.00,0.00,37.37,2160.43,4321.48,0.00,0.00,0.00,,0.00,0.00,97.52,,9754.01,70.57,49.81,0.00,0.00,0.00,3.24,1.69,37.47,0.88,0.00,0.00,0.05,0.00,0.00,2.82,5.88,64.26,0.00,0.00,0.00,,0.00,0.00,96.87,,116.28,2825.51,2354.27,7450.90,105.33,0.00,0.00,43.04,0.00,0.02,144.00,8603.94,17053.29,0.00,0.00,0.00,,0.00,0.00,97.03,,38580.30,389.65,226.05,0.00,0.00,0.00
5.73,27.72,40.00,5.50,5.26,15.11,1.00,6.00,6.00,3.00,75.00,710.46,591.21,1895.18,27.06,0.00,0.00,10.82,0.00,0.00,37.37,2160.43,4321.48,0.00,0.00,0.00,,0.00,0.00,97.52,,9754.01,70.57,49.81,0.00,0.00,0.00,3.24,1.69,37.47,0.88,0.00,0.00,0.05,0.00,0.00,2.82,5.88,64.26,0.00,0.00,0.00,,0.00,0.00,96.87,,116.28,2825.51,2354.27,7450.90,105.33,0.00,0.00,43.04,0.00,0.02,144.00,8603.94,17053.29,0.00,0.00,0.00,,0.00,0.00,97.03,,38580.30,389.65,226.05,0.00,0.00,0.00
5.73,26.25,45.00,5.50,4.99,15.12,1.00,6.00,6.00,3.00,75.00,707.57,588.81,1887.46,26.95,0.00,0.00,10.78,0.00,0.00,37.77,2151.64,4303.58,0.00,0.00,0.00,,0.00,0.00,97.05,,9714.55,70.10,49.49,0.00,0.00,0.00,4.25,2.21,49.00,1.15,0.00,0.00,0.07,0.00,0.00,3.10,7.69,84.05,0.00,0.00,0.00,,0.00,0.00,96.49,,151.51,2815.02,2346.52,7396.31,104.24,0.00,0.00,42.88,0.00,0.03,144.53,8575.90,16947.24,0.00,0.00,0.00,,0.00,0.00,96.59,,38372.68,387.75,225.03,0.00,0.00,0.00
5.73,26.29,45.00,5.50,4.99,15.12,1.00,6.00,6.00,3.00,75.00,709.01,590.01,1891.32,27.00,0.00,0.00,10.80,0.00,0.00,37.76,2156.03,4312.42,0.00,0.00,0.00,,0.00,0.00,96.98,,9734.35,70.28,49.60,0.00,0.00,0.00,3.26,1.22,49.14,1.15,0.00,0.00,0.07,0.00,0.00,3.10,5.41,84.29,0.00,0.00,0.00,,0.00,0.00,96.42,,151.93,2821.75,2352.29,7411.25,104.45,0.00,0.00,42.97,0.00,0.03,144.50,8597.45,16981.72,0.00,0.00,0.00,,0.00,0.00,96.52,,38450.30,388.72,225.53,0.00,0.00,0.00
5.73,26.29,45.00,5.50,4.99,15.12,1.00,6.00,6.00,3.00,75.00,709.01,590.01,1891.32,27.00,0.00,0.00,10.80,0.00,0.00,37.76,2156.03,4312.42,0.00,0.00,0.00,,0.00,0.00,96.98,,9734.35,70.28,49.60,0.00,0.00,0.00,4.26,2.22,49.14,1.15,0.00,0.00,0.07,0.00,0.00,3.10,7.71,84.29,0.00,0.00,0.00,,0.00,0.00,96.42,,151.93,2820.75,2351.29,7411.25,104.45,0.00,0.00,42.97,0.00,0.03,144.50,8593.35,16981.72,0.00,0.00,0.00,,0.00,0.00,96.52,,38450.30,388.72,225.53,0.00,0.00,0.00
5.73,19.94,45.00,5.50,3.79,15.11,1.00,6.00,6.00,3.00,75.00,162.00,5.25,1671.29,17.60,0.00,0.00,11.00,0.00,0.00,67.52,2.78,2862.93,0.00,0.00,0.00,,0.00,10.00,213.76,,4810.38,0.04,0.16,0.00,0.00,0.00,0.83,0.03,34.00,0.60,0.00,0.00,0.06,0.00,0.00,4.12,0.01,53.57,0.00,0.00,0.00,,0.00,4.80,212.48,,98.02,644.81,20.90,6575.81,68.51,0.00,0.00,43.78,0.00,0.04,263.72,11.08,11278.40,0.00,0.00,0.00,,0.00,25.57,213.03,,18932.63,0.24,0.73,0.00,0.00,0.00
5.73,17.86,45.00,5.50,3.39,15.11,1.00,6.00,6.00,3.00,75.00,247.63,218.73,989.19,13.79,0.00,0.00,0.00,0.00,0.00,37.62,357.97,2328.22,0.00,0.00,0.00,,0.00,6.57,117.70,,4199.72,8.19,0.00,0.00,0.00,0.00,1.23,0.91,19.65,0.46,0.00,0.00,0.00,0.00,0.00,2.87,1.10,34.18,0.00,0.00,0.00,,0.00,3.14,116.66,,63.53,985.68,871.15,3893.32,53.73,0.00,0.00,0.00,0.00,0.02,146.26,1426.95,9199.68,0.00,0.00,0.00,,0.00,16.84,117.51,,16593.62,45.52,0.00,0.00,0.00,0.00
5.73,26.29,45.00,5.50,4.99,15.12,1.00,6.00,6.00,3.00,75.00,709.01,590.01,1891.32,27.00,0.00,0.00,10.80,0.00,0.00,37.76,2156.03,4312.42,0.00,0.00,0.00,,0.00,0.00,96.98,,9734.35,70.28,49.60,0.00,0.00,0.00,4.26,2.22,49.14,1.15,0.00,0.00,0.07,0.00,0.00,3.10,7.71,84.29,0.00,0.00,0.00,,0.00,0.00,96.42,,151.93,2820.75,2351.29,7411.25,104.45,0.00,0.00,42.97,0.00,0.03,144.50,8593.35,16981.72,0.00,0.00,0.00,,0.00,0.00,96.52,,38450.30,388.72,225.53,0.00,0.00,0.00
5.73,26.25,45.00,5.50,4.99,15.12,1.00,6.00,6.00,3.00,75.00,690.00,582.00,1892.64,27.00,0.00,0.00,0.00,0.00,0.00,62.11,2140.00,4279.25,0.00,0.00,0.00,,0.00,10.00,159.70,,9713.44,70.41,0.00,0.00,0.00,0.00,3.12,2.18,49.09,1.17,0.00,0.00,0.00,0.00,0.00,4.16,4.40,83.66,0.00,0.00,0.00,,0.00,5.10,159.09,,157.29,2827.00,2329.00,7416.81,104.40,0.00,0.00,0.00,0.00,0.04,239.58,8571.00,16851.20,0.00,0.00,0.00,,0.00,24.68,158.66,,38352.05,389.47,0.00,0.00,0.00,0.00
22.93,4.64,45.00,7.20,3.52,25.71,1.00,3.00,6.00,3.00,75.00,300.32,151.77,1697.48,20.31,0.00,0.00,0.00,0.00,0.25,112.92,540.37,3145.03,0.00,0.00,0.00,,0.00,7.81,6.71,,5976.28,12.22,0.00,0.00,0.00,0.00,164.10,5.86,1638.99,17.90,0.00,0.00,0.00,0.00,0.18,98.57,2.79,2791.19,0.00,0.00,0.00,,0.00,7.81,6.74,,4727.39,708.82,589.35,1872.89,27.56,0.00,0.00,0.00,0.00,0.49,155.88,2152.45,4206.10,0.00,0.00,0.00,,0.00,7.80,6.66,,9721.38,70.44,0.00,0.00,0.00,0.00
22.93,4.62,40.00,6.00,3.51,25.72,1.00,3.00,6.00,0.00,75.00,300.00,150.00,1700.02,20.00,0.00,0.00,0.00,0.00,0.01,65.28,540.01,3171.61,0.00,0.00,0.00,,0.00,10.00,62.52,,5956.92,12.23,0.00,0.00,0.00,0.00,137.72,4.13,1621.66,16.81,0.00,0.00,0.00,0.00,0.01,54.44,2.07,2738.57,0.00,0.00,0.00,,0.00,10.00,62.55,,4585.42,787.62,588.30,1935.43,29.58,0.00,0.00,0.00,0.00,0.02,97.79,2156.35,4472.75,0.00,0.00,0.00,,0.00,9.99,62.44,,10077.83,76.38,0.00,0.00,0.00,0.00
22.93,5.85,45.00,6.00,4.45,25.70,1.00,3.00,6.00,3.00,75.00,170.18,103.83,1341.51,15.61,0.00,0.00,0.00,0.00,0.01,51.02,137.00,2556.17,0.00,0.00,0.00,,0.00,7.81,51.13,,4383.16,2.28,0.00,0.00,0.00,0.00,101.01,26.97,1286.56,13.63,0.00,0.00,0.00,0.00,0.00,44.26,0.70,2227.54,0.00,0.00,0.00,,0.00,7.81,51.14,,3708.48,377.34,333.99,1506.08,21.57,0.00,0.00,0.00,0.00,0.01,71.25,545.16,3540.27,0.00,0.00,0.00,,0.00,7.80,51.11,,6403.50,13.79,0.00,0.00,0.00,0.00
22.93,6.22,45.00,6.00,4.73,25.70,1.00,3.00,6.00,3.00,75.00,300.00,150.00,1700.02,20.00,0.00,0.00,0.00,0.00,0.01,65.77,540.01,3171.32,0.00,0.00,0.00,,0.00,10.00,61.96,,5957.13,12.21,0.00,0.00,0.00,0.00,168.00,7.00,1642.90,17.60,0.00,0.00,0.00,0.00,0.01,57.52,8.00,2817.59,0.00,0.00,0.00,,0.00,10.00,62.00,,4716.59,690.00,582.00,1871.02,27.18,0.00,0.00,0.00,0.00,0.02,90.41,2140.00,4230.37,0.00,0.00,0.00,,0.00,9.99,61.87,,9671.20,70.64,0.00,0.00,0.00,0.00
5.73,26.27,45.00,7.28,4.99,15.12,1.00,6.00,6.00,3.00,75.00,709.00,590.00,1891.29,27.00,0.00,0.00,10.80,0.00,0.03,146.38,2156.00,4249.00,0.00,0.00,0.00,,0.00,0.00,96.62,,9779.50,70.28,49.60,0.00,0.00,0.00,3.18,1.22,49.13,1.17,0.00,0.00,0.07,0.00,0.00,5.40,5.32,82.57,0.00,0.00,0.00,,0.00,0.00,96.38,,152.51,2820.70,2351.26,7411.17,104.39,0.00,0.00,42.97,0.00,0.41,570.42,8593.23,16733.39,0.00,0.00,0.00,,0.00,0.00,95.94,,38627.93,388.69,225.51,0.00,0.00,0.00
